GSTIN,COMPANY_NAME
08AAACJ4756F1ZK,JAGDAMBA ALLOYS PVT LTD
08AAFCR1111D1Z0,RENEW POWER PRIVATE LIMITED
08ADZPB8705B1ZH,BIKANER TRANSFORMER UDYOG
09AAFCC7678A1ZJ,CPS ELECTRIC PRIVATE LIMITED
09AASCS8782J1Z8,SPIRARE ENERGY PRIVATE LIMITED
09AAFCC6822L1ZC,CREATON CORPORATION PRIVATE LIMITED
09AAACA8101F1Z4,M/S  AUTOMATION ENGINEERS A B PVT LTD
09AKUPT2087Q1ZT,M/S BAJRANG ELECTRONICS
09AAACE5306Q1ZC,M/S  ESS  AAR  UNIVERSAL  PVT.  LTD.
09AAFCA3862J1ZG,APS POWER-TECH (INDIA) P.LIMITED
09AAJPG7113M1ZH,M/S ARISTO STAMPINGS
09AAGCB7154D1ZQ,M/S  BLISSTERING ELECTRONICS PRIVATE LIMITED
09AAFCE4421M1ZH,EUNSUNG TECH INDIA PRIVATE LIMITED
09AAPFB7100F1ZL,M/S  BANSAL METAL UDYOG
09AAACQ7818F1ZA,QLO NETWORKS PRIVATE LIMITED
09AALFN4476C1Z2,NITCO TECHNOLOGY
09AADCE3139L1ZG,M/S  ERD TECHNOLOGIES PRIVATE LIMITED
09AACCA4529P1Z9,M/S AIRVISION  INDIA  PVT  LTD
09AABCU7576P1ZD,M/S  UFLIX INTERNATIONAL PRIVATE LIMITED
09AAICA9175D2ZF,ATC ENGINEERING SYSTEMS PRIVATE LIMITED
09AABFG2350G1ZQ,GUPTA TRANSFORMER PRODUCTS
09AABCF5631L1ZG,M/S  FORME COMMUNICATIONS TECHNOLOGY INDIA PRIVATE LIMITED
09AAACD8507A1Z1,M/S DEVPRIYA PAPERS PVT. LTD.
09AAZCS7053H1ZK,SHIYUAN INDIA PRIVATE LIMITED
09AAACP6574D1ZC,M/S POWERTEC SUPPLIES (I) PVT.LTD.
09AALFP3224C1ZG,PPS INTERNATIONAL
09AAJFN4349N2ZK,NAV BHARAT INDUSTRIES
09AARCA4590P1ZP,ADANI SOLAR ENERGY CHITRAKOOT ONE LIMITED
09AAWPA4413F1ZS,M/S PERFECT POWER EQUIPMENTS
09AAGCB1316F1Z2,M/S BR RETAIL INDIA PVT LTD
09AAGCV0581Q1ZM,Voltas.beko
09AADCA1934B1Z6,"M/S A.B.METAL CASTERS PVT LTD.,"
09AAHCK6035B1ZQ,KHY ELECTRONIC INDIA PRIVATE LIMITED
09AAVCA5013D1ZQ,ASHA ELESYS PRIVATE LIMITED
09AAHCN0839J1Z6,NOVELCO TECHNOLOGIES PRIVATE LIMITED
09AAACB6600L1ZQ,M/S BHATIA PHOTO INDS P LTD
09ABOPD3153E1ZU,M/S SIMPLEX CONTROL EQUIPMENTS COMPANY
09AAFCP7332N1ZW,M/S PAAWAN ENERGY INDIA PRIVATE LIMITED
09AABCN5405A1ZZ,M/S NEUMANN COMPONENTS PVT.LTD.
09AABCY2902M1Z3,YATI INFOTECH SOLUTION PRIVATE LIMITED
09AAACP7852N1ZS,POWER LINE INFRA PRIVATE LIMITED
09AAACH1967L1Z8,H P L INDIA LTD
09AWKPA7030L1ZF,M/S NISHA BATTERY ASSEMBLING
09AAACL1745Q3Z0,LG ELECTRONICS INDIA PRIVATE LIMITED
09AAHCB5246P1Z3,JINIL ENC INDIA PRIVATE LIMITED
09AAJCS6159C1Z5,M/S SGM SOFTWARE (P) LTD
09AAHFE4347B1ZN,ETERNA GLOBAL SOLUTIONS LLP
09AAXCS1234J1ZU,Sunlite Systems Private Limited
09AAFCA2406C1Z9,M/S AMBIT SWITCHGEAR PVT.LTD.
09AAXCS3039F1ZW,STEMROBO TECHNOLOGIES PRIVATE LIMITED
09ABCCS3215K1ZA,Samsung Display Noida Private Limited
09AAIFR6465N1ZD,M/S RELAYS SIG CONTACTS
09AAMPG0964H1ZK,Zealsons Industries
09AAKCM0542J1ZC,M/S  MATRIX METERS PRIVATE LIMITED
09AABFT4041R1ZQ,TRIBHUWAN ENTERPRISES
09ABCFA5069L1Z4,ASHA ELESYS ASSOCIATE
09AAICR0663H1Z8,RF GENIE ENTERPRISES PRIVATE LIMITED
09AADFE5029L1Z9,M/S EXCEL CONTROL SYSTEMS
09ADBPJ6562C1ZQ,NAV AYAAN ENTERPRISES
09AAUPM4840Q1ZO,M/S KAILASH & CO
09AAACT7105L1Z6,M/S TYCON AUTOMATION PVT.LTD
09AADCR2917D1ZK,M/S ROSMETRA TECHNOLOGIES LIMITED
09AABCA0783G1ZT,M/S ABSOLUTE PROJECTS (I)LTD.
09AAAFQ4494J2ZS,QUALITRONICS
09AFZPK6825M1ZE,M/S APEX TRONIC
09AAACB5985C1ZN,M/S BHARAT ELECTRONICS LTD
09AADCR2107F1ZQ,M/S ELENTEC INDIA PRIVATE LIMITED
09AAACG3781H1ZI,M/S G.K.ENTERPRISES PVT.LTD.
09ADLPK2371G1ZG,M/S AJANTA ELECTRICALS
09AADFK0421E1ZW,M/S KAUSHAL INDUSTRIES
09AAECE1155H1ZS,ENKAY SOLAR POWER AND INFRASTRUCTURE PRIVATE LIMITED
09AARCS8136R1Z5,S MOBILE DEVICES PRIVATE LIMITED
09AAIFS9392K1ZA,SIGMA CAPACITOR
09AABCC2041B1ZE,M/S CHOICE CHEMTECH PVT. LTD.
09ADHPK4981A1ZK,M/S RESPO PRODUCTS
09AABCG6117G1ZR,M/S GOURAV ROSHINI LTD
09AAFCA2654L1ZG,M/S ARC AUTO-TECH PVT LTD
09ALBPK0004E1ZV,M/S LAN ENGINEERING AND TECHNOLOGIES
09AAGCB2484E1ZP,M/S  BGM TELECOMMUNICATIONS  PRIVATE LIMITED
09AAAFH1602B1Z7,HAPPY SOUND INDUSTRIES
09AABCD6383R1ZV,M/S DRYCOOL SYSTEM (I) PVT.LTD.
09AWXPS3160L3ZJ,A & S CREATIONS
09AADCE9778R1ZF,M/S  EGCHEM COMPONENT  INDIA PRIVATE LIMITED
09AAFCC9003K1ZJ,Euler Motors Private Limited
09AADCE0907E1Z1,M/S E.I.S. ELECTRONICE (INDIA) PRIVATE LIMITED
09AAZCS9050L1ZA,SUPAASI SOLAR AUTO TRACKING SYSTEMS PRIVATE LIMITED
09AAFCA2027F1Z2,M/S ELPOWER CONTROL SYSTEMS PVT LTD
09AAACE6839Q2ZV,M/s EAST INDIA UDYOG LIMITED
09AAACG2115R1ZF,GE T&D INDIA LMITED
09AADCH4274K1Z9, 
09AAECD8832G1ZH,M/S MOBASE INDIA PRIVATE LIMITED
09AAHCG3120F1ZY,GME MEDICAL EQUIPMENTS PRIVATE LIMITED
09AAHCG0119J1ZO,GOPALA THERMOPACKS INDIA PRIVATE LIMITED
09AAGCA1040D1ZA,M/S ASES SECURITY PVT. LTD.
09AAAFE7948P1ZO,M/S ELECTROMEC ENGINEERING ENTERPRISES
09AABCA1726F1Z2,M/S AMCO BATTRIES LTD.
09AADCH5282M1Z3,M/S  H R DELCABLE PRIVATE LIMITED
09AAICA1590Q1Z2,M/S  SPJ SOLAR TECHNOLOGY PVT LTD
09ABIFA4561F1ZG,M/S ANANTASHREE ENGINEERS
09AADCP1494P1ZR,M/S PLASTO METAL ENGG.(I) pvt ltd
09AAOPB1205G1Z5,M/S NISHA INDUSTRIES
09AAFCN1366C1ZN,NEXUS TELECOM PRIVATE LIMITED
09AAACV1927G1ZD,M/S VICTOR COMPONENT SYSTEMS PLTD
09AAJCM9774B1Z2,M/S  MAHADEV SAUR URJA PROJECTS PRIVATE LIMITED
09AADCS9993C1ZV,SBEC BIOENERGY LIMITED
09ABAFA4552G1ZN,M/S  ARIHANT INDUSTRIES INDIA
09AAACE5778N1ZY,M/S EVEREADY INDUSTRIES INDIA LTD
09ARUPG0986C1ZH,M/S  SHREENATH ENTERPRISES
09AQKPM0338H1ZR,ORIGIN INDIA
09AAZCS6715Q1Z2,SAMKWANG INDIA ELECTRONIC PRIVATE LIMITED
09ADZPS0940D1Z5,M/S PIONEER TOOLING SERVICES
09AANCA6377Q1ZM,M/S  ADANI GREEN ENERGY UP LIMITED
09AACCW3514A1ZR,WINGTECH MOBILE COMMUNICATIONS (INDIA) PRIVATE LIMITED
09AAGCG9249J1Z0,GW GLOBAL TELECOM INNOVATIONS PRIVATE LIMITED
09AAGFA7478L3ZR,Allied Air & Gas Engineers
09AAECV8538M2ZI,VIVO MOBILE INDIA PRIVATE LIMITED
09AAHCS3608N1ZW,M/S SUMMERCOOL HOME APPLIANCES LIMITED
09AAFCV5852M1ZN,VONDA TECHNOLOGY PRIVATE LIMITED
09AAACH8464L1Z2,Honda India Power Products Limited
09AABCR2962E1ZF,M/S ROTOMAC ELECTRICALS  PVT. LTD
09AACCC6555F1ZM,M/S CYRUS ELECTRONICS PRIVATE LIMITED
09AAAFH3366A1ZS,M/S HI-TECH ENGINEERING INDUSTRIES
09AAACV5472C1ZD,M/S VIDEOTEX INTERNATIONAL PVT. LTD UNIT -III
09AIRPG3535B1ZD,M/S STS UTILITY SERVICES
09AAMFJ5334L1ZV,JQH ELECTRONICS INDIA LLP
09AAACD3641D1Z2,DIXON TECHNOLOGIES (INDIA) LIMITED
09AARCA6818N1ZU,ANRICK ELECTRONICS INDIA PRIVATE LIMITED
09AAACU6815C1ZH,UKB ELECTRONICS PVT. LTD.
09AALCA6200A1Z7,AAXIS NANO TECHNOLOGIES PRIVATE LIMITED
09AABCM6851B1ZM,M/S MIRZAPUR ELECTRICAL INDUSTRIES LTD.
09AACCP9321Q1ZS,PG ELECTROPLAST LIMITED
09AAICP3476C1ZB,M/S PERFECT ID INDIA PRIVATE LIMITED
09AAKCS4605G1Z9,M/S THERMOCOOL HOME APPLIANCES LIMITED
09AADCV1380J1Z4,M/S VIZION LIGHTS PRIVATE LIMITED
09AAACM0805G2ZU,MODERN TRANSFORMERS PRIVATE LIMITED
09AANCA1814G1ZR,ADANI GREEN ENERGY LIMITED
09AACCS0354G1ZJ,M/S SCT LIMITED
09AAICP1893M1ZP,M/S PRAYATNA DEVLOPERS PVT LTD
09AAACC0249A1ZB,M/S CATVISION LIMITED
09AABCR7343B1ZK,M/S RISHA CONTROL ENGINEERS PVT LTD
09ABUPS3910J1Z1,M/S SURYA ELECTRICALS
09AADCH4092F1ZK,HIGHFLOW INDUSTRIES PRIVATE LIMITED
09AACCP1235F1ZQ,M/S PRESTO INFO SOLUTIONS PRIVATE LIMITED
09AAACK1301K1ZV,M/S KINJAL ELECTRICALS PVT TLD
09AAGCD4678J1Z4,DJ PLUS INDIA PRIVATE LIMITED
09AADCD1576G1ZN,M/S DONGJIN ELECTRONICS INDIA PVT LTD
09AOJPG2277A1Z6,NEON METAL INDUSTRIES
09AABCV0585H1Z6,M/S VEE KAY CONNECTORS PVT LTD.
09AADCS1638L2Z1,SUPRAJIT ENGINEERING LIMITED
09AAVFB1838N1ZP,BLUE SMART TECHNOLOGIES
09AACCH9538H1Z8,QDIGI SERVICES LIMITED
09AABCH3162L1ZG,HAIER APPLIANCES INDIA PRIVATE LIMITED
09AACCS1710N1ZA,M/S SUPER PLASTRONICS P.LTD.
09AACCO3929R1ZP,ORIENT ELECTRIC LIMITED
09AAKCP4075F1Z6,PEARL PRECISION PRODUCTS PRIVATE LIMITED
09AAACW6349M2ZO,Siti Networks Limited
09AAEFE0608G1ZS,E E E SYSTEM CONTROL
09AFHPA0339Q2Z8,AGARWAL ENTERPRISES
09AACCK6371M1Z1,VEHANT TECHNOLOGIES PRIVATE LIMITED
09AAIPU8071D1ZC,M/S PAWAN GRAMOPHONE AND LOUDSPEAKER AG
09AAJCR8158E1ZZ,RFTECH MOBILE PRIVATE LIMITED
09AAECE0723D1Z4,M/S ENVIRO SOLAIRE PRIVATE LIMITED
09ACWPT5910G1ZZ,M/S B. R. INDUSTRIES
09AACFI8645R1ZI,M/S INDO PLAST
09AABCC4077F1ZQ,M/S COMPUAGE INFOCOM LTD
09AAACE2103K1ZZ,M/S ESSEL FOUNDRIES PRIVATE LIMITED
09AACFZ2307B1ZJ,ZAZZ TECHNOLOGY CONNECT
09AAMCM5997K1ZF,MOSHINE ELECTRONICS PRIVATE LIMITED
09AAJCA4701C2Z2,ATR TRADERS PRIVATE LIMITED
09AADCB5810F1ZY,M/S BRILLTECH ENGINEERS PRIVATE LIMITED
09AAKCS3079C1Z7,SUMAJA ELECTROINFRA PVT. LTD.
09AALCP7639L1ZK,PRITHVI CLEANTECH PVT. LTD.
09ADEPT7926P1ZK,M/S B. M. R. INDUSTRIES
09AACCP3266E1ZH,M/S PRAMOD TELECOM PRIVATE LIMITED
09AAACT8447M1ZP,M/S TRIVENI ELECTROPLAST PRIVATE LIMITED
09AABPW1000H1Z2,M/S UNI CORE CABLES
09AAJFJ1165G1ZC,M/S JOY VISION ELECTROMEC
09AACCA3104G2Z6,ANJANI TECHNOPLAST LTD.
09AAHCC9530B1ZS,CHENFENG TECH PRIVATE LIMITED
09AAFCB4453L1ZE,M/S BRILLIANT LED PRIVATE LIMITED
09AAGCG9159F1Z8,Glow Right Electric Source Private Limited
09AABCK2338P1Z5,K THREE ELECTRONICS PVT. LTD.
09AAACV5492Q1ZG,M/S V-GUARD INDUSTRIES LIMITED
09AACCC9142Q1Z2,M/S CUBIX CONTROL SYSTEMS PVT. LTD.
09AAVCS7116F1ZW,SUNGARNER ENERGIES LIMITED
09AZQPN2727E1Z3,BHARAT ENTERPRISES
09AAACC2836M1ZH,CALLIDA ELECTRICALS PVT LTD
09AAECI7408M1Z5,INVERTED ENERGY PVT LTD
09AABCT0083G1ZH,TRIDENT AUTO COMPONENTS PRIVATE LIMITED
09AAACD0214A1ZL,DIPTY LAL JUDGE MAL PRIVATE LIMITED
09AAACL1745Q1Z2,LG ELECTRONICS INDIA PRIVATE LIMITED
09AABCK0743J1ZK,M/S KOTSONS  PRIVATE LIMITED
09AAHCD4798E1Z9,DMEGC CHENGJI ELECTRONICS INDIA PRIVATE LIMITED
09AANCM0931C1ZN,MUZASHI RECYCLERS PRIVATE LIMITED
09BBIPS4403F1ZN,S. B. ELECTRONICS
09AAFCE8346R1ZR,ELEGANT GALAXY PRIVATE LIMITED
09AAACM8388C1Z9,M/S MINDMILL SOFTWARE LTD.
10AAACM0092P1ZM,MICROTEK INTERNATIONAL PRIVATE LIMITED
10AAJCS4222L2ZI,SEN AND PANDIT VOLTAGE CONTROL PRIVATE LIMITED
10AAIFT9162A2ZI,THE PERIPHERAL STORE
10ADBPP8771D1ZS,APARAJITA SALES
10AABCP8800D1Z3,PREMIER ENERGIES LIMITED
12AAVCS7209P1ZM,Sterlite Power Transmission Limited
12AACCR2460C1Z2, 
14AAACI4625C2Z5,ITI LTD
14AAPCS4189N1ZJ,CREST DIGITEL PRIVATE LIMITED
14AAFCC8060N1ZF,CYGNI ENERGY PRIVATE LIMITED
16AHPPS4784F1ZQ,GIRIRAJ FURNITURE
16AACCT2591G1ZC,ONGC TRIPURA POWER COMPANY  LTD
17AABCM1858J1ZB,MARATHON INDIA LTD
18AAEFK3686J1ZW,KAMIVISA PRODUCTS
18AASFR0626H1ZY,M/S RANGGHAR ELECTROTECH
18AAACN9991J2ZQ,NORTH EASTERN ELECTRIC POWER CORPORATION LTD
18AAFFN7737A1ZB,M/S North East Electrical Industry.
18AAECS8719B1ZB,Sterlite Technologies Limited
18AABCR1718E1ZO,RELIANCE RETAIL LTD.
18AABCG8378D1ZF,M/S GEEP INDUSTRIES (I)PVT. LTD.
18AAMFD8153H1Z4,D. S. ELECTRICALS
18AAGFJ9802P1ZP,M/S JOYSHREE POWEROL.
18AAJFK9258R1Z7,KAMAKHYA TRANSFORMERS
18AAJFP1890J1ZS,"M/s Powerline Industries, I.I.D. Centre, Naltali, Nagaon."
18AABCC4077F1ZR,COMPUAGE INFOCOM LTD
19AACCD7823P1Z2,"D.  K. BAKINGS  PVT. LTD,"
19APVPS2086N1ZP,SNM ENTERPRISE
19AHDPG7684C1Z9,UMA UDYOG
19AADCP0104A1Z8,PRAYAAS AUTOMATION PRIVATE LIMITED
19AAECP0358H1ZD,PASCAL SWITCHCARE INDIA  PVT.  LTD.
19AACCM0993P1ZS,Eastman Auto & Power Limited
19BITPA0749Q1ZI,MAKPOWER
19AABCV2809E1ZG,VIVEK BULB INDUSTRIES PRIVATE LIMITED
19AABCK3663K1Z8,KHAITAN WINDING WIRE PVT.LTD.
19AABCE5871H1ZF,EASTERN METEC PVT. LTD.
19AABCR2618B1ZR,RTS POWER CORPORATION LTD.
19AAECS2001A1Z4,STRANGER AUDIO PVT.LTD.
19AACCM5973B1ZF,MULTIPLEX APPLIANCES PVT LTD
19AADCS9004L1Z1,SHANKER COILS PRIVATE LIMITED
19AALFK0789R1Z9,KISHAN ENTERPRISES
19AAACI6950Q1ZV,"TDK INDIA PVT. LTD.,"
19AABCN5744L1Z1,NEXTGEN AUTOMATION PVT. LTD.
19AUSPP4959M1ZD,RAYAN ELECTRICAL CO
19AACCA2122Q1ZL,AGNI GREEN POWER LIMITED
19AAACH6752M1Z4,HAMILTON RESEARCH AND TECHNOLOGY PRIVATE  LIMITED
19AAJCS6483R1Z6,SONODYNE TECHNOLOGIES PRIVATE LIMITED
19AABCK1238Q1Z5,KEJRIWAL ELECTRONICS LTD
19AABCT3213G1ZM,TTS SYSTEMATIX PVT. LTD.
19AABCB0647G1ZW,BENTEC INDIA LIMITED
19AACCG1313K1ZS,G.P.TRONICS  PVT LTD
19AAECT6883F2ZU,TOSHIBA TRANSMISSION & DISTRIBUTION SYSTEMS (INDIA) PRIVATE LIMITED
19AADCJ3054H1ZL,JDE  SWITCHGEAR PRIVATE LIMITED
19AABCC4077F1ZP,COMPUAGE INFOCOM LTD.
19AABCD0954E1ZW,DHANASHREE ELECTRONICS  LTD.
19AABCB1088M1ZE,BENTEC BHARTIA ENGINEERS PVT. LTD.
19AGCPJ1429Q1Z1,TELE SIGNALS
19AYYPS5385A1ZN,HOODS CORPORATION
19ADIPB6086A1ZR,PRECISION SPARES & TOOLS
19AAECT0492J1Z1,TULSI WEIGH SOLUTIONS PVT. LTD.
19AAHCM3316M1Z6,MOTOVARIO GEAR SOLUTIONS PVT. LTD.
19ADRPC4122H1ZM,PAN INDIAN ENTERPRISE
19AABCT0424B1ZX,T.V. TODAY NETWORK LIMITED
19ABPPN3627A1ZN,RUMA ISOLATOR COMPANY
19AAACT9982B1Z1,THE BHARAT BATTERY MANUFACTURING COMPANY PRIVATE LIMITED
19AAACS5123K1ZA,SAMSUNG INDIA ELECTRONICS  PVT. LTD.
19AACCC4412F1Z1,CSS AUTOMATION PVT. LTD.
19AACCI4429C1ZS,IDL EXPLOSIVES LIMITED
19ABBPT0607Q1Z8,THAKUR ENTERPRISES
19AAXCS9394M1ZU,SIGMA RAIL SYSTEMS PRIVATE LIMITED
19AACCO3929R1ZO,ORIENT ELECTRIC LIMITED
19AAQFD7357R1Z9,DAICHI INTERNATIONAL
19AABCP7955R1ZE,PRIME ENERGY PRIVATE LIMITED
19AACCV9765A1Z2,VICTORIA LIGHTINGPVT. LTD.
20AACCH9538H1ZO,QDIGI SERVICES LIMITED
20AAYPA3161G1Z1,M/S MICA MOLD
20AABCR4769H1ZG,RATAN MICA EXPORTS (P) LTD.
20AAACN0255D2ZB,M/S NORTH KARANPURA SUPER THERMAL POWER PROJECT  HAZARIBAG
20AAACM0092P1ZL,MICROTEK INTERNATIONAL PVT LTD
20AABCD0541M1Z5,M/S DAMODAR VALLEY CORPORATION
21AANCS6836J1Z0,VDEAL SYSTEM PRIVATE LIMITED
21AACCB2172P1ZR,M/S. BCPL RAILWAY INFRASTRUCTURE LTD.
21AAQFD7357R1ZO,DAICHI INTERNATIONAL
21AFYPM0856K1Z0,M/S SAI SANKET ENTERPRISES
21AAOCS7545K1ZX,SYNERGY TELEMATICS PRIVATE LIMITED
21AAACO4759R1ZZ,IB THERMAL POWER STATION
21AABCB5576G1ZX,M/s Bharat Sanchar Nigam Ltd.
21AAACN0332P1ZR,COFORGE LIMITED
21ALHPK5514H1ZG,PADMANAV POWER ENGINEERING
21AABCN5467A1ZZ,NTPC SAIL POWER COMPANY LIMITED
21ATJPS1369Q1Z2,Ashok Electrical Fabricator
21AABCA7289D1ZY,ANANTH TECHNOLOGIES PRIVATE LIMITED
22AAOFK1009R1Z4,KAMAKHYA ENTERPRISES
22AADCI5761L1ZG,ICON SOLAREN POWER TECHNOLOGIES PRIVATE LIMITED
22AAMCS4282R2ZM,SKS POWER GENERATION CHHATISGARH LIMITED
22AADCC5772F1ZW,CHHATTISGARH STATE POWER GENERATION COMPANY LIMITED
22AAPCA4132R1ZD,AZURE POWER ROOFTOP PRIVATE LIMITED
22AAECA9893J2Z9,SAI LILAGAR POWER GENERATION LIMITED
22AAECA6227A1ZF,AVI APPLIANCES PVT LTD
22AADCM4810C1Z7,MARUTI CLEAN COAL AND POWER LIMITED
22AAACT4033H1ZU,VERTIV ENERGY PRIVATE LIMITED
22AAQFD7357R1ZM,DAICHI INTERNATIONAL
22AADCC6519J1ZS,CANBARA INDUSTRIES PRIVATE LIMITED
22ACUPJ8032D1ZQ,SHIVAM MOTORS
23AAACD6049F1Z0,DIGITAL MARKETING SYSTEMS PVT.LTD.
23AFVPD6711R1ZW,M P ASSOCIATES
23AAACC3840K5ZT,CG POWER AND INDUSTRIAL SOLUTIONS LIMITED
23AALCS8425M2ZU,JAI GIRIRAJ RICE AND AGRO MILLS PVT LTD UNIT II
23AAACV7757J1Z0,VINDHYA TELELINKS LIMITED
23AACCI9265N1Z4,INOX GREEN ENERGY SERVICES LIMITED
23AAACH6184K1ZH,M/S HEG LIMITED
23AAACC3840K3ZV,CG POWER AND INDUSTRIAL SOLUTIONS LIMITED
23AAACE6641E1Z3,EXIDE INDUSTRIES LIMITED
23AANCM5330P2Z2,Motherson Sumi Wiring India Limited
23AAECG0457C1Z7,GREENKO MAMATKHEDA WIND PVT.LTD.
23AABCD1207C1ZN,DHOOT TRANSMISSION PVT LTD
23AABCE8096L1ZA,ELECTRO FRONT TRANSPOWER PVT LTD
23AADFT7608L1ZZ,TESLA TRANSMISSION CONTROL
23AASFN1236D1ZJ,NEXT ERA
23AAWCA5167F1ZG,Arya Newtech Private Limited
23AADCM4472A1ZZ,MADHYA PRADESH POWER GENERATING COMPANY LIMITED
23CBLPM0380D1ZZ,SHRI ANANT TRANSFORMERS AND ENGINEERS
23AADCM4748F1ZM,UJAAS ENERGY LIMITED
23AAGCR4805B1ZW,RENEW SOLAR ENERGY (TN) PRIVATE LIMITED
23AADCI8531J1ZK,Integratedmobi Tech Private Limited
23AAHCV1308A1Z1,VALLABH PUMPS PRIVATE LIMITED
23AAACM0092P1ZF,MICROTEK INTERNATIONAL PVT LTD
23AAFFT5490G1Z4,TECHMISSION
23AATFN2558H1ZZ,NEW BHARAT ENGINEERING WORKS
23AAECB9606L2ZJ,BHUTANI INTERNATIONAL PRIVATE LIMITED
23AAECS8861N1ZS,SYSNET GLOBAL TECHNOLOGIES PRIVATE LIMITED
23AAACL3332K2ZS,PANASONIC ENERGY INDIA COMPANY LIMITED WEF 13.10.08
23AABCL3443L2ZL,LAXMI ENGINEERING INDUSTRIES  BHOPAL PVT LTD
23AABCP7557R1ZR, 
23AAFFA1970L1ZJ,M/S.ALERT ENGINEERING .ENTERPRISES
23AAACP6597N1ZU,BEST IT WORLD INDIA PVT LTD
23AACFG8114B1Z3,G K  ELECTIRICALS
23AABCN1732G2ZY,N.H.D.C.
23AAACC6792J1ZI,KEHEMS TECHNOLOGIES PRIVATE LIMITED
23ABOPG8416B1ZZ,M/S SHIV ENTERPRISES
23AACCR3298Q1ZS,EVOLUTE CLEANTECH SOLUTIONS PRIVATE LIMITED
23AABCV2466R1ZV,ANDRITZ HYDRO PRIVATE LIMITED
23AACCS0399D1ZM,STAR  DELTA TRANSFORMERS  LTD
24AAACZ1599C1ZD,ZEN EXIM PRIVATE LIMITED
24AACCV8420E1ZL,VIDYUT TRANSFORMERS PVT. LTD.
24AAACI8491E2ZK,INSIGHT BUSINESS MACHINES PRIVATE LIMITED
24AAACK0761H1ZW,RADHIKA OPTO ELECTRONICS PRIVATE LIMITED
24AARCA9765G1Z5,ADANI WIND ENERGY KUTCHH THREE LIMITED
24AABCV4012H1ZS,VIDEOCON INDUSTRIES LTD.
24AANCA6377Q2ZT,ADANI GREEN ENERGY (UP) LIMITED
24AABCP6540N1Z8,POPULAR  SWITHGEARS PVT LTD
24AABCJ9778J2ZZ,JAYNIX ENGINEERING PVT LTD
24AAUFR9111K1ZQ,R SQUARE SMD SOLUTION
24AAHCC7837K1ZB,CHC NAVIGATION INDIA PRIVATE LIMITED
24AAEFL7190C2ZH,LUBI INDUSTRIES LLP
24AATFP5737A1Z6,PAHAL SOLAR
24AAJCA4283B1Z0,AIMTRON  ELECTRONICS PRIVATE LIMITED
24AAACO2654F1ZS,ORIENT TECHNOLOGIES PVT.LTD.
24AAACG7277Q1Z0,GUJARAT INDUSTRIES POWER COMPANY LTD
24BZBPR5806C1ZN,SATYAM ENTERPRISE
24AAECT6883F1Z4,TOSHIBA TRANSMISSION & DISTRIBUTION SYSTEMS (INDIA) PRIVATE LIMITED
24AABCJ6662R3ZX,AUSIL CORPORATION PRIVATE LIMITED
24AAGFE2739Q1Z1,ELECTRA ENTERPRISE LLP
24AADCG3041P1ZL,GRE ELECTRONICS PVT. LTD.
24ADDFS4431M1ZZ,S TEN ELECTRONICS
24AACCA3016F1ZE,AJANTA INDIA PRIVATE LIMITED
24AABCZ2445C1ZP,ZAZZ TECHNOLOGY CONNECT PRIVATE LIMITED
24AAECE4542N1ZI,EVOTAR TECHNOLOGIES PRIVATE LIMITED
24AAHFR3086Q1ZL,R.S. AUTOMATION
24AABCC3554D1Z6,CMC MANUFACTURING CO PVT LTD
24ABHPG7552P1Z8,SOLAR  INDUSTRIES
24AAHCD2722N1ZM, 
24AADCE8270E1ZT,EURO PREMIUM SOLAR SYSTEM (INDIA) PRIVATE LIMITED
24AACCC6135F1Z2,CANAAN ENGINEERING PRIVATE LIMITED
24AADCS0463M1ZB,SCHUTZ CARBON ELECTRODESPVT.LTD.
24ABCCS1258A1ZW,SKAI AIR CONTROL PRIVATE LIMITED
24AAECP3454C1ZT,PARTH ELECRICALS & ENGINEERING PVT. LTD.
24AACCE1742J1ZW,E COLI WASTE MANAGEMENT PRIVATE LIMITED
24AABCE7582R1ZZ,VVDN TECHNOLOGIES PRIVATE LIMITED
24AACCU0569P1ZX,UNIPACK ENGINEERING PRIVATE LIMITED
24AADCS0472N1Z8,SUZLON ENERGY LIMITED
24AAACN3744R1Z3,NOBLE ELECTRODES PVT. LTD.
24AAACL0140P6ZK,LARSEN AND TOUBRO - Electrical and Automation Vertical
24ADUFS9782Q1ZM, 
24AAACC0909K1ZZ,C AND S ELECTRIC LIMITED
24AADCS3002J1ZS,SCHURTER ELECTRONICS INDIA PVT.  LTD.
24AAACE8378G1ZJ,EVEREST INSTRUMENT PVT LTD
24AABFK8158J1Z5,KAIZEN SWITCHGEAR  PRODUCTS
24AABCU5368B1ZK,UMIYA MOBILE PVT LTD
24AAACH4762M1ZF,HORIZON MICROTECH PVT. LTD.
24AKXPS2510E1Z4,RHYTHM TECHNOLOGIES
24ACEFS7577G1ZS,SHIVSHAKTI ENGINEERS
24AACCP7866N1ZS,POSITRONICS PRIVATE LIMITED
24AACCN1659D1ZS,NKG INFRASTRUCTURE LIMITED
24AANFA5416F1ZP,APPLE INTERNATIONAL
24AACFP0492R1ZU,PRIME COMPONENTS
24AAECK1635Q1ZA,Kindle Engineering and Construction Pvt Limited
24ABJFS3319Q1ZO,SRINI LINK
24AANCS9768F1ZQ,SHREE BHAGWATI MACHTECH INDIA PVT LTD
24AACCO4004F1Z2,ONEINDIG TECHNOLOGIES PRIVATE LIMITED
