GSTIN,COMPANY_NAME
09AAFCA1633H1ZW,ALIEN ENERGY PRIVATE LIMITED
09AACCO4852H1ZA,OVT INDIA PRIVATE LIMITED
09AACFE2888G1Z8,ELECTROTECH INDIA
09AABCI2415H1ZU,M/S IDEAL LAMINATES PVT.LTD.
09AAMCA9274D1ZC,M/S AGILITY ELEKTROTEKNIKS PRIVATE LIMITED
09AAACY2942E1ZD,Yuvraj Engineering Pvt. Ltd.
09AAACC1261G1Z1,M/S CENTRAL ELECTRONICS LTD
09AAACO0222B1Z8,M/S OSCAR INTERNATIONAL LTD
09AAXCS8681F2ZD,M/S SUNWODA ELECTRONIC INDIA PRIVATE LIMITED
09AAHCP9448F1ZY,PPAP TECHNOLOGY LIMITED
09BVGPM6954H1Z2,M/S  AAYAM ENTERPRISES
09AAACJ1625K1ZL,M/S JAKSON ENGG.LTD
09AAFCK8123J1ZA,M/S  KALKI LIGHTING LIMITED
09AAACC5772A1ZX,M/S CJI PORCELAIN PRIVATE LIMITED
09AAIPF2778G1ZJ,M/S ALLIED ENGINEERS
09AADCP8074F1Z6,PMT EXIM PRIVATE LIMITED
09AALCA8374K1ZZ,APT ELECTRONICS PRIVATE LIMITED
09AAJCM7672A1ZB,MUNDRA SOLAR PV LIMITED
09AABCI1295F1ZM,M/S INVENTUM TECHNOLOGIES PVT LTD
09AADCP9427A1ZH,PRG INTERNATIONAL ELECTRICALS PRIVATE LIMITED
09AADCR7231A1ZP,M/S RIVER ENGINEERING PVT LTD
09AADFA9183D1ZF,ARUN ENTERPRISES
09AASCA4826H1ZA,ARTEE SHADES PRIVATE LIMITED
09AADCV1649Q1ZM,WM ENERGY AND LIGHTING PRIVATE LIMITED
09ADQPG7744N1ZP,GANAPATHY INDUSTRIES
09AAACU1717F1ZK,M/S VANTAGE INTEGRATED SECURITY SOLUTIONS PVT.LTD
09AAHCM6562F1Z8,M/S MACRO POWERTECH INDIA PRIVATE LIMITED
09AANCA5405H2ZL,M/S  ADITYA CLEAN ENERGY SYSTEMS PVT LTD
09AABCS4712P1ZZ,SUPER CASSETTES INDUSTRIES PVT LTD
09AAACU5672M1ZR,UNIPACK PACKAGING PRIVATE LIMITED
09AADCA7106P1ZD,M/S OKAYA POWER PRIVATE LIMITED
09BUMPA3448R1ZY,AADI ENTERPRISES
09AADCK0743L2ZD,Kent RO Systems Limited
09AAACG8772G1ZB,M/S GARG ASSOCIATES PVT LTD
09AASCA2514N1Z8,ARSIGA SOLAR PRIVATE LIMITED
09AAOCM4079J1ZS,METAL CAP INDUSTRIES PVT LTD
09AAECH5048J1ZC,HOLITECH INDIA PRIVATE LIMITED
09AFQPA1279Q1ZR,M/S  2nds Computers
09AAOFA2992H1Z1,M/S AVONE SYSTEM & CONTROLS
09AANCA5159L1Z2,APEIRON ENERGY & ENGINEERING PRIVATE LIMITED
09AACCD4526H1ZQ,D & Y TECHNOLOGIES PRIVATE LIMITED
09AAECP8542M1ZT,M/S PARSWA EXPORTS PVT LTD
09AAACZ4933G1Z5,M/S 3 I ENERGY SOLUTIONS PVT. LTD.
09AAICC5031C1Z1,CLEON SOLAR ENERGY PRIVATE LIMITED
09AKHPS9117P1Z8,M/S NEELU PACKING INDUSTRIES
09AALFT5610L1ZR,M/S  TAGO ELECTRONICS LLP
09AFYPG4449L1ZL,M/S RAJ TRADERS
09AAGCK1567M1Z1,KJS TECHNOLOGIES INDIA PRIVATE LIMITED
09AARPG3410B1Z4,M/S TRANSMAN (INDIA)
09AABCS2000C1Z5,IDEMIA SYSCOM INDIA PRIVATE LIMITED
09AADCH4915R2ZY,H Q LAMPS MANUFACTURING CO PRIVATE LIMITED
09AAAFD9033A1ZW,DIGITAL INSTRUMENTS AND CONTROL SYSTEMS
09ABBCS8963R1Z8,SAMSUNG SDI INDIA PRIVATE LIMITED
09AACCK4848B1ZM,M/S KALESHWARI POWER PRODUCTS PVT. LTD
09AAGCG5597D1ZA,M/S  GREEN ROSHNI INDIA PRIVATE LIMITED
09AAECG0157D1ZY,M/S  GDN ENTERPRISES PRIVATE LIMITED
09AAMFR3800R1ZK,RAHEJA ENTERPRISES
09BPMPA1010E1ZL,M/S COMFORT BATTERY
09AAACE6499G1Z9,EPOTHANE CIVELEC ENGINEERS PVT LTD
09AAGCC1938A1ZZ,CSTAR Infra Solutions Private Limited
09AABCZ2445C1ZH,ZAZZ TECHNOLOGY CONNECT PRIVATE LIMITED
09APGPG9690B1ZQ,M/S HARISH ENTERPRISES
09AABCW8536H1ZY,WISDOM INNOVATIONS PRIVATE LIMITED
09BDCPS0919J1ZB,M/S  TECH ON ELECTRONICS
09AHBPS7429M1ZO,M/S YOGYA ENTERPRISES
09CHZPS4299F1Z7,M/S WOLTA POWER SYSTEM
09AAACN0332P1ZD,COFORGE LIMITED
09AEDPA0988G1ZL,HIMALAYA GENERATORS
09AABCE6120F1Z0,ELCOMPONICS SALES PVT LTD
09AAACB5865F1ZM,M/S BARCO ELELCTRONICS SYSTEMS P.LTD.
09AAHCB5661Q1ZY,BRIGHT WESTECH SOLUTION PRIVATE LIMITED
09AAACP9601P1ZX,PRAKASH DIESELS PRIVATE LIMITED
09AALCM1256E1ZH,MSM RETAIL PRIVATE LIMITED
09AABCO2690Q1ZS,OPTIMUM VIKING SATCOM (INDIA) PVT LTD
09AADCL2514J2ZJ,LIANCHUANG HONGSHENG INDIA PRIVATE LIMITED
09AAVCS2544M1ZJ,M/S SKYTECH SWITCH GEAR PRIVATE LIMITED
09AAECI7254D1ZK,I TOSS SOLUTIONS (I) PRIVATE LIMITED
09AAGCK0362G1ZN,ADANI SOLAR ENERGY FOUR LIMITED
09AACCU4074F1ZA,UNIQUE POWER AND AUTOMATION PRIVATE LIMITED
10AAECM9016B1Z5,Mechatronics Systems Private Limited
10AACCK5890R3Z0,KATYAYNI CONTRACTORS PRIVATE LIMITED
10AAYFR5913M1ZP,RDA CONSTRUCTION SERVICES LLP
10AAQCA5978E1ZK,AVAADA CLEAN PROJECT PRIVATE LIMITED
10AADCE1639H1Z5,INNOVEL ENERGY SERVICES PRIVATE LIMITED
11AAACV5492Q1ZV,VGUARD INDUSTRIES LIMITED
14AAFCS5303N1ZB,SINGHI INFRAPOWER PROJECTS PRIVATE LIMITED
16AAACN9991J1ZV,NORTH EASTERN ELECTRIC POWER CORPORATION LTD
17AAACI4625C2ZZ,ITI LTD
18AAACE5778N3ZX,Eveready Industries India LTD
18AACCG1218P3ZE,GENUS POWER INFRASTRUCTURE LIMITED
18AAQFT5211J1ZU,TESLA POWER USA INC
18AAECE1513F1Z3,ELECTROKINGS PROJECTS PRIVATE LIMITED
18AAACT8542K1ZY,ACCEL IT SERVICES (A DIVISION OF ACCEL LIMITED)
18AABFT9027F1Z4,M/S. Technovel
18AAACN0255D1ZX,NTPC LIMITED
18BQAPA2002H1ZO,SUBHKARAN INTERNATIONAL
19AACCE5793P1ZS,ENERGIA SYSTEMS PVT. LTD.
19AADCB3601J1ZV,BLUE BIRD TECHNICKS P LTD
19AARCA0454A1ZW,ADSUN ELECTRONICS PRIVATE LIMITED
19AALCP6192J1ZP,PRAMA INDIA PRIVATE LIMITED
19AAACT0054A1ZY,"THE TATA POWER COMPANY LTD.,"
19AFRPK1747C1ZB,MECHAMAX INDIA
19AAICS2473C1ZC,SWITCHING AVO ELECTRO POWER LTD.
19AACCD1523A1ZC,DIGITAL COMMUNICATION & CONTROL P. LTD.
19AACCG9674M1ZS,Gupta Power Technologies Private Limited
19ACKFS3632C1Z5,SANTI FIBRE INDUSRIES INDIA
19ALQPS6826H1ZB,D.B.S.BATTERY CO.
19AADFK3280B1ZM,KAWAN ENGINEERING INDUSTRIES
19AAAFW4108K1Z1,WOAMA ELECTRONICS
19AAICA0255E1ZY,ALEX ASTRAL POWER PRIVATE LIMITED
19AAMCM1069Q1ZN,Maxxcab Wires & Cables Private Limited
19AAACU3598C1Z6,ULTRA ELECTRONICS PVT. LTD.
19AADCI3938D1ZL,INDIANOIL-ADANI GAS PRIVATE LIMITED
19AUGPM7551C1ZJ,MITRA COMUNICATION
19AAGCA4040B1Z7,AKS POWER EQUIPMENTS PRIVATE LIMITED
19AAFCE0640L1ZL,ELECTROSTAR SIGNALLING & POWER EQUIPMENTS PRIVATE LIMITED
19AAAFO6423D1ZI,O P GUPTA & CO
19AAGCG5740A1ZU,GENERONS ENERGY PVT. LTD.
19AAECP7224J1Z5,PRIME MOVER ENGINEERING COMPANY PRIVATE LIMITED
19AADCE1639H1ZN,INNOVEL ENERGY SERVICES PRIVATE LIMITED
19AAQFD3961R1ZF,DB GLOBAL ENTERPRISES
19AAACG4464B3ZT,Aditya Birla Insulators
19AAECS4335F1ZD,SIMOCO TELECOMMUNICATIONS SOUTH ASIA LIMITED
20ABBFA1553C1ZF,AARNAV POWER TECH
20AAOCA0051A1ZN,ADANI POWER JHARKHAND LIMITED
20AAAFE3271D1Z9,M/S EMCONS
21AAICS2361P1Z5,ANADRONE SYSTEMS PRIVATE LIMITED
21ACGPB0362E1ZJ,SHANTI ASSOCIATES
21AADCT7400M1ZH,M/s Textel Technologies pvt.ltd.
21ABMPA9728L1ZH,SHREE STEELS
21AABCI6735N1ZG,M/S INDUSTRIAL ENERGY LIMITED
22AATCA8873F1ZA,ALISHAN GREEN ENERGY PRIVATE LIMITED
22AACCR8909G1ZF,RUKMANI POWER AND STEEL PRIVATE  LTD
22AAACK0011G2ZI,KAKKU E AND P CONTROL PRIVATE LIMITED
22AACCA2122Q1ZY,AGNI GREEN POWER LIMITED
22AAAFE6217F1Z1,ELECTROMECH DEVICES MANUFACTURING COMPANY
22AAMCS3332E1ZP,SGM MAGNETICS INDIA PRIVATE LIMITED
22AIOPM6997L1ZD,"Harsh Minerals, Chhattisgarh Network, Yash Marketing"
22AAFCA7939Q1Z4,ACME AUTOMATION PRIVATE LIMITED
22AADCM8975G1Z9,MODERN SPECIAL WIRE AND PIPES PRIVATE LIMIITED
22AAVFS2781H1ZT,SHREE VENKATESH ELECTRICAL INDUSTRIES
22ABPFS5680L3ZI,SRISHTI CONSTRUCTIONS
23AAAFE8864C1ZO,ENTERPRISING ENGINEERS
23AABFE6778N1ZZ,ENN KAY ENGINEERING COMPANY
23AAACM0344C1ZB,MINDA CORPORATION LIMITED
23AANCA1814G1Z1,ADANI GREEN ENERGY LIMITED
23AADCN9554C1ZL,GREENKO BERCHA WIND POWER PRIVATE LIMITED
23AAKFS4376D1Z7,SANKALP INTERNATIONAL
23AAAFF0508N1ZR,FORWARD ENGINEERING INDUSTRIES
23AAGCR0962B1ZU,RENEW WIND ENERGY ( ORISSA ) PRIVATE LIMITED
23ACVPJ3206A1Z3,M/S J. J. SALES AND SERVICE
23AACFS7723G1ZC,SHARMA  INDUSTRIES
23AAVPA1104C2ZI,LAXMI ENTERPRISES
23AAHFG7949P1ZO,GLOBAL HEAVY ENGINEERING INDUSTRIES
23AACCI0597B1Z0,INOX WIND LIMITED
23AADCS0472N1ZA,Suzlon Energy Limited RBU
23AAKFP0077C1ZM,M/S  --  PARIDHI  INDUSTRIES  UNIT-2
23AAVPD5450G1ZR,M/S ENGINEER ASSOCIATES
23AAACZ3543Q1ZY,ZYPHER POWER LABS PRIVATE LIMITED
23AAFCD6011N2ZR,DYNAMECH ELECTROPOWER PRIVATE LIMITED
23AAACT2345J2ZJ,Insulators & Electricals Company
23AALCS0578D1ZG,SMART CONTROLS INDIA LIMITED
23AACCG9566C1ZP,M/S G.K. XIANGHE ELECTRICALS PVT. LTD.
23AAACC3840K8ZQ,CG POWER AND INDUSTRIAL SOLUTIONS LTD
23AABCM6709N1ZA,M/S MOHINI TRANSFORMERS PVT LTD
23AAGFU5245H1Z7,UNIVERSAL POWER INFRATECH LLP
23AANCS9838E1ZZ,Sine Wave Rewa Electronics Pvt Ltd
23AANCS4180M1ZX,RKI INDIA LIMITED
23AABCT2100J1ZY,TRIVENI CONDUCTORS LTD UNIT 2
24AARFM9259Q2Z4,MARUTI PROFILE INDUSTRIES
24AARFS3913K1ZU,SONIC TECHNOLOGY INDIA INC
24AABCM6179L1Z4,PRABHAKAR PROCESSORS PVT. LTD.
24AAFCP5362A1ZT,PERSANG ENTERTAINMENT PVT LTD
24AABCA0188R1ZF,ALMONARD PVT LTD
24AAMHR5260D1Z7,POWERTRANS AUTOMATION
24AADCO2415K1ZN,ORBIT WIRES INDIA PRIVATE LIMITED
24AABCS1430L1ZM,SPEED O CONTROLS PVT LTD
24AAGCS0249A1ZX,SSM INFOTECH SOLUTIONS (P) LTD
24AAHCA9070E1ZT,ADITYA INDUSTECH LIMITED
24AANFK7527P1ZM,KV TRANS POWER INDUSTRIES
24AAVCS0328R1ZN,SOLEX ENERGY LIMITED
24AAACI2673L2ZH,INDIA JAPAN LIGHTING PRIVATE LIMITED
24AACCT8110B1ZY,TUSHAR TRANS EQUIPMENT PVT. LTD.
24AADCC1347A1ZF,COASTAL GUJARAT POWER LTD.
24AAFCC5897H1ZC,COACH INTERNATIONAL TECHNIQUE PRIVATE LIMITED
24AAACJ3787G1ZJ,JAINSON CABLES INDIA PVT LTD
24ACYFS9667F1Z7,SOLAR CLEAN ENERGY
24AAGCA8862K1ZB,APPLE WEIGHINFRA LIMITED
24AAFCR4553H1ZE,RENEW WIND ENERGY RAJKOT PVT.LTD.
24AFAPP2638C1ZW,AONE STAMPING&  LAMINATION
24AABCS2005H1ZY,SMART CHIP PVT LTD
24AAGCG3283J1ZI,ADANI SOLAR ENERGY KUTCHH TWO PRIVATE LIMITED
24AAVPM5024D1ZS,CITIZEN INDUSTRIES
24AASCA8394A1ZH,ASTEK ELECTRICALS INDIA PRIVATE  LIMITED
24AAHCA8103E1Z5,ABHAY INDUCTION TECH PVT LTD
24AAECN2611H1ZW,NAVITAS GREEN SOLUTIONS PVT LTD
24AASCA2682D1ZO,Hitachi Energy Technology Services Private Limited
24AACCD8229R1Z5,DARAMIC BATTERY SEPARATOR INDIA PVT LTD
24AAEFD7905P1Z4,DEE INDIA OVERSEAS
24AAECM4133D1Z0,MEGHA ROTO-TECH PVT.LTD
24AAACU4170E1ZP,UNISON CONTROLS PRIVATE LIMITED
24AADCM1044L1ZO,MECAB CABLES PVT.LTD.
24AAACS6828B1ZO,SANTO ENGINEERING CO PVT LTD
24ACUFS0322D1ZD,SOLANCE INDUSTRIES
24AACCS1423L1ZK,SUMERU MICROWAVE COMMU. PVT. LTD.
24AASFR8010P2ZL,RADIANT POWER PROJECTS
24AAFCP8882M1ZP,PATMAX ENGINEERS PVT LTD
24AADCK7734M1Z7,KOSTWEIN INDIA CO PVT LTD
24AAOFV3265C1Z6,M/s. VASU AUTOMATION AND ELECTRICALS
24AAFCC1203P1ZV,CYPRESS INDUSTRIES INDIA PRIVATE LIMITED
24AAACY0554A1ZX,YAMUNA POWER AND INFRASTRUCTURE LTD
24AAFCA1141A1ZN,ASTA INDIA PRIVATE LIMITED
24AACFP1703B1Z3,PARTH ENGINEERS AND CONSULT
24AAACN7890E1ZF,NAVYUG ELECTRIC MOTORS AND PUMPS Private Limited
24ABEFM9204F1ZI,MASK ENTERPRISE LLP
24AAICA0255E1Z7,ALEX ASTRAL POWER PVT LTD
24AATFB2487R1ZK,BALAJI INDUSTRIES
24AEDFS8682K1ZG,SHREE YAMUNA GHARGHANTI
24AAHFK8260D1ZH,KRISHNA  ELECTRICALS
24AACFM0235H1ZT,MEHI POWER TRANSFORMERS
24AABCM3928K1ZF,ML AGRO PRODUCTS PRIVATE LIMITED
24AAGCK2511B1ZA,KUMA ENGINEERING PRIVATE LIMITED
24AAACV6902H1ZI,VIMAL FLEXSOL LTD
24AACCS9401Q1Z0,SPECTOMS ENGINEERING PVT LTD
24AEJPS5263E1ZF,SUN TRADING CO.
24AAEFA6691H1ZF,A.B.  INDUSTRIES
24ABDFA9177E1ZH,APOLLO SOLAR POWER
24AAECP5918M1Z3,PIYUSH ELECTROMAC PVT.LTD.
24AAACN4973G1ZH,NAPINO AUTO AND ELECTRONICS LIMITED
24ACDFS4244F1ZD,S K INDUSTRIES
24AAHCR2659G1ZB,RAPID BEVTECH  PVT LTD
24AEIPP4903P1Z3,FAST TRACK IN CORPORATION
24AACCD5508M1ZN,DIGICON AUTOMATION PVT LTD
24AAKCS9490B1Z6,SUN INSULATORS PRIVATE LIMITED
24AAHCP3795R1ZJ,PLUGA PUMPS AND MOTORS PRIVATE LIMITED
24AABFB8350K1ZI,BARODA MOULDS AND DIES
24AAQFP9322C1Z8,PLUTUS CABLE INDIA LLP
24AACFD0992J1ZH,DEEV GEN SET SALES AND SERVICES
24AADCI4007K1ZT,IMAGENOUS ENGINEERING PRIVATE LIMITED
24AABCS8733N1ZY,SELECT PACKAGING MACHINERY PVT LTD
24AAAFF4911D1Z3,FLUTEF INDUSTRIES
24AAICD1497M1Z9,DGR ENERGY PRIVATE LIMITED
24AAECR2541N1ZA,REM ELECTROMACH PVT LTD
24AABCK1779L1ZA,SAARLOHA ADVANCED MATERIALS PRIVATE LIMITED
24AABCP3074H1ZM,PENNAR INDUSTRIES LIMITED
24AESPC1989G1Z9,S B ELECTRICAL AND CONTRACTORS
24AAHCA9947J1Z8,A K TRANSCHARGER PVT LTD
24ABRFA8521G1ZD,A Tech Solution
24AAACH5095B1ZY,HIVOLTRANS ELECTRICALS PRIVATE LIMITED
24AADCO1772H1ZK,ORITECH SOLUTIONS PRIVATE LIMITED
24AAPCS6078Q1ZC,SCHNEIDER ELECTRIC INFRASTRUCTURE LIMITED
24AAECR3763L1Z4,RATNAKALA EXPORTS PRIVATE LIMITED
24AAECE3447L1ZK,EDIQUE SOLUTIONS PRIVATE LIMITED
24AAACD7888C1ZN,ALFA TRANSFORMERS LIMITED
24AAACV9636J1Z0,VIPUL COPPER PVT. LTD
24AAKFA8192P1ZS,ACTIVE   ENGINEERS
24AAJCS5543C1ZJ,SENDHAMARAI ENGINEERING PVT LTD
24AAQFA7173A1ZM,AJANTA INDUSTRIES
24AAAFI3453P1Z8,INDO ELECTRICALS
24AQKPM4121A1ZG,INNOVIC TECHNOLOGY
24AAOCS4304C1ZP,SUN CLEAN RENEWABLE POWER PVT LTD
24ADEFS0753M1ZX,SP3 TECHNOLOGIES LLP
24AAACY1747M1Z3,YOGICAB INSULATION PRIVATE LIMITED
24AABCO2429B1Z2,GAMMA GREEN POWER PVT LTD
24AAACK6264B1ZY,KARTIK ENGINEERS PVT LTD
24AAACE4798G1ZJ,ELECTRONIC INSTRUMENTS  AND  CONTROL PV
24ABLPR1000P1ZM,FILTRONICS SYSTEMS
24AAACE4966E1ZT,ELMEX ELECTRIC PVT.LTD.
24AEQPA8282A2ZO,ANURAG INFOTECH
24ADXFS1838G1ZN,SHREE UMIYA TECHNOLOGIES
24ADKFS9502N1ZK,SPS TECHNO CIRCUITS LLP
24AAFCA7945N1Z8,AMBICA PHARMA MACHINES PVT. LTD.
24AADCN5495L1Z0,Greenko Agar Wind Power Private Limited
24AADCM6151E1ZT,KRYFS TRANSFORMERS PVT. LTD
24AASCS0849L1ZS,SHIVAM PHOTOVOLTAIC PRIVATE LIMITED
24ABGCS0804G1ZQ,SILVER CONSUMER ELECTRICALS PRIVATE LIMITED
24AADFV4524D1ZJ,VIMAL ELECTRONICS
24AABCH6266P1Z5,KOSOL ENERGIE PRIVATE LTD
24AAFCH8118N1ZA,HEMONA ELECTROACOUSTICS PRIVATE LIMITED
24AAFCC9473R1ZV,CROMPTON GREAVES CONSUMER ELECTRICALS LIMITED
24AAUFR7687Q1ZT,R K MINES
24AABCT4561D1ZO,TECTONA SOFTSOLUTIONS PRIVATE LIMITED
24ABFPD9267N1Z9,LAXMINARAYAN STEEL
24AAICS4008B1ZW,SURANAS ELECTRONICS PRIVATE LIMITED
24AAACE0863E1Z5,EMCO DYNATORQ PVT LTD
24AABCE6085B1Z0,ESSAR POWER TRANSMISSION COMPANY LIMITED
24AAACY2376C2ZK,YAMUNA CABLE ACCESSORIES PVT LTD
24AAACJ5347C1ZZ,JAKSON LIMITED
24AAFFV9661D1Z1,VISION AUTOMATION
24ANOPP1776B1ZY,R S ENTERPRISE
24AACCS9834M1ZV,P C P POWER LIMITED
24ALVPB1963B1ZC,KUBER ELECTRICALS
24AKXPB7389Q1Z1,HEMA AUTOMATION
24FOTPS2632C1ZS,On Solar Energy
24AAMFJ7876R1Z8,JAYRAJ SOLAR LLP
24AAHCD0395H1ZQ,DYNAMIC CONGLOMERATE PRIVATE LIMITED
24AAACT5570F1ZI,YAZAKI INDIA PRIVATE LIMITED
24AIMPP7470R1ZA,WEITECH ENGINEERS
24AACCU6781B1ZG,URJASTROT ENTERPRISE PRIVATE LIMITED
24AABCL6144L1ZG,LOW LOSS PRODUCTS PRIVATE LIMITED
24AAHFS3121K1ZC,SUPER TECH
24AAPCA2356K1ZH,ARB BUILDCON PRIVATE LIMITED
24AACCJ3517A1Z9,JJ PV SOLAR PRIVATE LIMITED
24AABCS1624G1ZT,SCHNEIDER ELECTRIC INDIA PVT.LTD.
24AABCA7649D1ZW,ASTRA MICROWAVE PRODUCTS LIMITED
24AAFFL7632L1Z3,LAXMI INDUSTRIES
24AADCT5210F1ZU,TBEA ENERGY  INDIA PRIVATE LIMITED
24AAKCP5021H1ZM,PLASMA INDUCTION (INDIA) PRIVATE LIMITED
24AAECD3266E1ZZ,Desire Energy Solutions Private Limited
24AAUCS7325P1ZH,SWARAJ SECUTECH PRIVATE LIMITED
24AATCA5143N1Z8,ANSHUMAN TRANSPOWER SYSTEM PRIVATE LIMITED
24AAHCG5255D1ZU,GTECH PACKAGING INDIA PRIVATE LIMITED
24AALCR9668R1Z5,RAYZON SOLAR PRIVATE LIMITED
24AGPPP2947Q1ZI,POWERLITE ELECTRICALS
24AABCH1122L1Z0,H P AUTOMATION AND CONTROLS PRIVATE LIMITED
24AACCT5245K1Z9,Tata Advanced Systems Limited
24AABCP4127D1ZY,NOBLE LAMINATES PRIVATE LIMITED
24ACJPP0964D1ZQ,USHA ELECTRICALS
24AADCF6288M1Z5,FLOWWRAP TECHNOLOGY PRIVATE LIMITED
24AAFFP9495D1ZZ,PUNIT ENGINEERING WORKS
24AANPA8699J1Z4,VISHAL INFOSOLUTION
24AAACA9284H1ZM,VENTURE LIGHTING INDIA LIMITED
24AXSPS2025A1ZP,BALAJI ELECTRICALS
24AAFCD3884R1ZZ,ADANI WIND ENERGY GUJARAT PRIVATE LIMITED
24AADCJ3937F1ZQ,JAGGERY WIRES AND CABLES PVT LTD
24AALCA6553A1ZZ,Australian Premium Solar (India) Pvt. Ltd.
24AAFFG3637A1ZY,GOVIND ENGINEERING WORKS
26AAPFA5117M1Z6,Aditya Tech- Mech
26AADFH4206N1ZD,HEM INDUSTRIES
26AAFCS2510K2ZG,SHRI KRISHNASHRAY I PRIVATE LIMITED
26AAHCT3297N1ZM,TOPSAIL APPLIANCES PRIVATE LIMITED
26AAPPK6880M1ZV,BRIGHT ELECTRICALS
26AAACP7555L1Z0,PRECISION WIRES INDIA LIMITED
26AAACD9939Q1ZU,ZOBELE INDIA PVT LTD
26AAACE6762E1ZR,ELECTROPLAST INDIA PRIVATE LTD
26AADCC6519J1ZK,CANBARA INDUSTRIES PVT. LTD.
26AAAFI2249B1ZX,INDER INDUSTRIES
26AAACG8431E1ZV,GUJARAT CABLES AND ENAMELLED PRODUCTS PVT. LTD.
29AACCI7038P1ZX,INTEGRATED INTELLIGENT SOLUTIONS & TECHNOLOGIES PRIVATE LIMITED
29AAFCM5975L1ZO,MOHAN EXIM INDIA PVT LTD
29AABCE9009K1ZD,EARTH SENSE RECYCLE PRIVATE LIMITED
29AABCT0360J1ZC,TD POWER SYSTEMS LIMITED
29BUFPB6342G1ZQ,EPRAGATHI RECYCLING
29AAACG6191P1ZX,MINEBEA INTEC INDIA PRIVATE LIMITED
29AAOCS2940Q1ZG,SYCOMP TECHNOLOGIES INDIA PVT LTD
29AAAFL3373K1Z2,LAHARI RECORDING COMPANY
29AAACP1218L1ZE,PEPPERL & FUCHS (INDIA) PVT LTD
29AADCV0805C1ZP,VYSHALI ENERGY PRIVATE LIMITED
29AAACN6371J1Z4,N G E F (HUBLI) LTD
29AHPPD3259A1ZG,GOODWILL INDUSTRIES
29AAACP7896A1Z5,PROK DEVICES PRIVATE LIMITED
29AAACF9600N1ZA,FORTUNE FIVE HYDAL PROJECTS PRIVATE LIMITED
29AABCS7567C1Z5,STRATEGI AUTOMATION SOLUTIONS PVT. LTD.
29AACCD8296N1ZS,DEUTSCH INDIA POWER CONNECTORS PRIVATE LIMITED
29AAHCA3430A1Z7,AVALON TECHNOLOGY AND SERVICES PRIVATE LIMITED
29AAFCN9100Q1ZW,NETWORTHSYSTEMS
29AAACW6349M1ZN,SITI NETWORKS LIMITED
29AAACA1028P1ZL,ARYA COMMUNICATIONS AND ELECTRONICS SERVICES PVT. LTD.
29AABCV3713D1ZK,VINYAS INNOVATIVE TECHNOLOGIES (P) LTD
29AAACE7925R1ZV,ELINS SWITCH BOARDS PRIVATE LIMITED
29AAACP8194R1ZD,PEENYA FINE COMP (PVT) LTD
29AACCT6410G1ZF,TEKCEL AUTOMATION PRIVATE LIMITED
29BYPPR5228H1ZR,GREEN SECURE ENERGY SYSTEMS
29AAACU2508A1ZT,UNIQUE PUNCH SYSTEMS PVT LTD
29ABACS7650N1ZP,SEQUOIA HEALTHCARE PRIVATE LIMITED
29AACCN5028L1Z6,EQUIFAX ANALYTICS PRIVATE LIMITED
29AAECG8882F1Z4,GREENSOL RENEWABLE POWER PRIVATE LIMITED
29AACCN3051F1ZO,NANDI  POWERTRONICS  PRIVATE LIMITED
29AAACN6360R1ZR,MAGCORE LAMINATION (INDIA) PRIVATE LIMITED
29ABDCS9593B1ZX,AVIRATA DEFENCE SYSTEMS LIMITED
29AACCR3298Q1ZG,EVOLUTE CLEANTECH SOLUTIONS PRIVATE LIMITED
29AAMCS1197D1Z2,WERNER ELECTRIC PRIVATE LIMITED
29AACCT5237F1ZA,TES-AMM (INDIA) PRIVATE LIMITED
29AADCH1476P1ZZ,HERO SOLAR ENERGY PRIVATE LIMITED
29AAWCS8576Q2ZN,STELLAR INNOVATIONS PVT LTD
29CFSPD1540M1Z2,SRI VENKATESHWARA PACKAGING
29AAIFA3562D1ZL,AGNI MOTORS
29AADFI6275J1ZX,INNOVATIVE SOLAR SOLUTIONS
29AABCI6651H1ZE,INCAP CONTRACT MANUFACTURING SERVICES PRIVATE LIMITED
29AABCM1510D1Z2,MICROTEX  ENERGY  PVT LTD
29AARFA0927B1ZL,ARADHYA CHEMICALS AND FERTILIZERS
29AAACP8227F1ZC,POWER BUILD BATTERIES PRIVATE LIMITED
29AAICA6231C1ZX,ADARSHA CONTROL &  AUTOMATION PRIVATE LIMITED
29AAACJ1391A1ZX,JAY INSTRUMENTS & SYSTEMS PVT LTD
29AAGCR6637M1ZN,REDDONATURA INDIA PRIVATE LIMITED
29AAACE3191K1ZF,"MERSEN INDIA PRIVATE LIMITED,"
29AAACR4158B1ZK,EXCEL CRAFT PRIVATE LIMITED
29AAACZ8764H1ZO,ZKTECO BIOMETRICS INDIA PRIVATE LIMITED
29AADPU4963D1ZE,Y S L ELECTRONICS
29AADCJ1119P1Z9,HERO FUTURE ENERGIES PRIVATE LIMITED
29AAACF9623M1Z5,FARMAX TECHNOLOGIES PRIVATE LIMITED
29AABCA1887D1ZQ,SAFT INDIA PVT LIMITED
29AADCG8385Q1ZK,GEBA CABLES AND WIRES  INDIA PRIVATE LIMITED
29AACCS6581P1ZH,SRV HOME APPLIANCES PRIVATE LIMITED
29AAACV4169J1ZW,VERSABYTE DATA SYSTEMS PRIVATE LIMITED
29AAACW6558Q1ZC,WUERTH ELECTRONIC CBT INDIA PRIVATE LIMITED
